File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
7577a503-9e7d-4a7e-8105-978696834dbc	07b722cf-ab7c-4672-b94e-f095cf67d76a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02214	HTMCP-03-06-02214-01A	Primary Tumor
0f6870a7-f187-4377-8f8a-c6fe2af53aee	10ae2bd8-a46f-4de1-bb1c-15868e43d504.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02335	HTMCP-03-06-02335-01A	Primary Tumor
dcd7df2b-5e6e-4a8e-8552-b71e34662518	78fda15e-7ebf-4a61-acd1-c69c89aec29e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02155	HTMCP-03-06-02155-01A	Primary Tumor
23dee61d-0eb9-4d37-85b6-e73ce4720acc	f91dabd0-bb81-4092-baf3-4828ae893fa9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02393	HTMCP-03-06-02393-01A	Primary Tumor
2942119b-bc5a-4e4c-a727-a5eabfc5d7fc	9df3aa6a-a6ed-4919-97b7-8d264ce510be.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02147	HTMCP-03-06-02147-01A	Primary Tumor
d8d6b046-c9d8-447a-b170-1805d87bc121	6677b1ae-a2ef-4c09-bf89-4d11bb6bb445.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02242	HTMCP-03-06-02242-01A	Primary Tumor
36b7cc57-2619-4091-8210-24e216cbeb7d	deefc126-2ad8-4bd4-8728-c44baa030a94.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02448	HTMCP-03-06-02448-01A	Primary Tumor
4739c114-f0bc-47fd-83eb-c87f9ede1ec3	59987788-5e5b-4239-ac22-57599a3a1b4c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02417	HTMCP-03-06-02417-01A	Primary Tumor
9861d994-7c29-4a59-8a24-49bbaec5e670	6fbb8f66-cf8c-4f30-be5e-9fc45e79ecb4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02326	HTMCP-03-06-02326-01A	Primary Tumor
00c37eb7-ee53-4eb5-b417-6b5c0a605cd5	0a300c43-ba83-4cb3-a274-260296114eb2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02002	HTMCP-03-06-02002-01A	Primary Tumor
c919424e-0aa9-4323-afbc-7007c2644dfd	0d769582-e773-4614-8164-264520333725.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02204	HTMCP-03-06-02204-01B	Primary Tumor
3ac0556a-d75b-4a65-be7d-e6efaa654abf	2b315030-cd8a-48bd-a4d8-9d2975cc46b7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02267	HTMCP-03-06-02267-01A	Primary Tumor
b2540cad-c7c7-4ffb-ad8e-fcb5a1042212	f7426a0c-3802-4fe6-8dfe-f9406324681a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02037	HTMCP-03-06-02037-01A	Primary Tumor
bb9029cc-62e2-40b5-9bff-449a3def2471	1287f190-f12d-495d-b988-2d8310940ff1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02037	HTMCP-03-06-02037-01A	Primary Tumor
05e98a25-ed66-403b-bfa4-665268ebf1ef	745e6b6d-8f4a-46f0-9756-428473963b6e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02036	HTMCP-03-06-02036-01B	Primary Tumor
6e0d3ba3-74c5-4e6f-8093-3ce1e1d8a69e	dd4a48ef-c51f-4289-ac68-5137af3dce6e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02007	HTMCP-03-06-02007-01A	Primary Tumor
a772566a-31f9-4527-a120-276de7d98a40	f68a1897-f2b4-47d5-9162-58aaf25f1dc3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02262	HTMCP-03-06-02262-01A	Primary Tumor
64428a41-98e9-485e-9dc4-a9837db6306d	7dadca4a-4f16-435b-9972-6f5acc4e1298.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02125	HTMCP-03-06-02125-01B	Primary Tumor
1b309be6-a08e-4b3c-8c18-db6a8b2c14bf	a6c09a6c-1f62-4ab8-8e45-1c43b91645f9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02139	HTMCP-03-06-02139-01A	Primary Tumor
bad7c298-92db-463b-bd2e-a777c0920828	d16d1706-bb70-46ea-b205-9e7e4bf1caf8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02125	HTMCP-03-06-02125-01A	Primary Tumor
3e4d82f7-17dc-4038-a566-851601fa57ff	25b3ba6e-afe5-41f2-a5aa-0e990e81c014.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02003	HTMCP-03-06-02003-01A	Primary Tumor
1ebb9387-ec84-4b63-a67e-53945ae1a9c4	2c6c6b9f-c501-4f1f-b641-3f6a980c4275.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02259	HTMCP-03-06-02259-01A	Primary Tumor
23261081-b2a1-4f1d-b8ea-0b2a92f4f328	1ad8b968-405e-4ad1-88a6-66ab659a7bb8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02003	HTMCP-03-06-02003-01A	Primary Tumor
3f215fcc-f4f0-4989-b51b-ce770ca86f65	05244a62-ad3a-473a-9983-c22673279f0a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02001	HTMCP-03-06-02001-01A	Primary Tumor
dc213368-6efa-4b4d-b960-2020e923e394	3c0c6514-dbc0-4805-9323-a7ff7da0385b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02037	HTMCP-03-06-02037-01B	Primary Tumor
fa8415c2-68c7-462f-87f5-66fccfe2bbdd	a140a12c-a17c-4a1e-ae25-1c4caaa6e7f2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02001	HTMCP-03-06-02001-01B	Primary Tumor
733c05f1-ebdb-4119-bb5e-15a4020ce1d5	2f60b79d-ee5d-4e12-912b-4a049e23d1db.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02008	HTMCP-03-06-02008-01A	Primary Tumor
ea49de87-474d-40f9-9310-5524e9b97c76	c78a4dc3-db0a-468b-b3fe-ffa3ebcad506.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02120	HTMCP-03-06-02120-01A	Primary Tumor
8ecfe66b-7deb-4ff8-bd81-ca64dc99f9a5	c6b1e100-a7c0-45ce-bad0-14457791ba62.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02156	HTMCP-03-06-02156-01A	Primary Tumor
d726236d-6a9a-477c-8662-6b836010c855	f59ecda6-6d7e-43df-8f84-37abf2d7ca8a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02222	HTMCP-03-06-02222-01A	Primary Tumor
08d0d2bb-baa6-48fa-bae3-2ec0ad05716b	11d06248-4d34-43fe-a2ea-a87da20276a1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02108	HTMCP-03-06-02108-01A	Primary Tumor
8cf35655-3e9e-4e5a-a928-0ca56c652d2d	1439d3a3-e5fe-4d74-af9d-243da50e1932.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02174	HTMCP-03-06-02174-01A	Primary Tumor
9ff47e64-ea31-492d-89e1-bacdd2f5bb68	e86ca1ea-35dc-4742-bc07-b08a4b682bf7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02058	HTMCP-03-06-02058-01A	Primary Tumor
ef0c5029-221f-4039-9c9b-d3bbbf01d6d3	2966d6f9-85e8-4fa2-8922-be37cd7bb5fd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02434	HTMCP-03-06-02434-01A	Primary Tumor
e9d1d673-1384-4879-a64c-e76f642faa30	d94982b6-dbc3-47fa-93ad-38e4597f1201.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02047	HTMCP-03-06-02047-01A	Primary Tumor
6fee321c-3577-4f3c-9277-e70d97b2ffcf	80c338b8-c199-4fe2-849c-49ca9c571ba3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02058	HTMCP-03-06-02058-01A	Primary Tumor
b88feaa5-f963-4532-9834-59a470740c27	e36e2370-759a-484c-8b31-ea972fd4b36b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02099	HTMCP-03-06-02099-01A	Primary Tumor
ba2ab266-5728-427c-be06-fa34e3f0730c	986634b8-0765-46a4-87c7-1432ccf1d2bf.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02046	HTMCP-03-06-02046-01B	Primary Tumor
fa772aea-0ca6-4f2e-a553-af187c120398	101dd1fe-a3eb-42ec-a582-2e431292c98b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02098	HTMCP-03-06-02098-01A	Primary Tumor
fc553b79-72e0-46bb-a67c-1866dbe1247c	bf777618-ad46-43a7-bf2a-acca31bd884d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02057	HTMCP-03-06-02057-01B	Primary Tumor
c12b96fc-1596-4b48-9266-6ebf1e4a9c1a	12fc4c29-2339-43ca-8e8a-40576fd3f5f2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02076	HTMCP-03-06-02076-01A	Primary Tumor
e5f89126-97a9-4caa-9625-2e9ea256a0cc	6d12ab5a-271b-4845-a94e-d4f0d14171a1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02076	HTMCP-03-06-02076-01A	Primary Tumor
4937f174-331a-4be4-b619-3b108f8c6a0d	23349163-5dc8-4cb5-969a-259d6e9c1d48.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CGCI-HTMCP-CC	HTMCP-03-06-02197	HTMCP-03-06-02197-01A	Primary Tumor
